label,step,time,value
avg log pred hmc,0,0.13392376899719238,-0.6931471805599466
avg log pred hmc,1,0.20444178581237793,-0.03114744087621708
avg log pred hmc,2,0.27495789527893066,-0.027030000095292182
avg log pred hmc,3,0.3408939838409424,-0.024263471058452977
avg log pred hmc,4,0.40732789039611816,-0.022113036066365457
avg log pred hmc,5,0.47178196907043457,-0.020357034434904258
avg log pred hmc,6,0.5368657112121582,-0.018850328467829296
avg log pred hmc,7,0.6024830341339111,-0.01771932626962756
avg log pred hmc,8,0.6675217151641846,-0.016821827726412348
avg log pred hmc,9,0.7341399192810059,-0.01590985493497111
avg log pred hmc,10,0.799968957901001,-0.015137365772698122
avg log pred hmc,11,0.8654599189758301,-0.014521925768864258
avg log pred hmc,12,0.9302830696105957,-0.013983726387594044
avg log pred hmc,13,0.995161771774292,-0.013493998915036547
avg log pred hmc,14,1.0597927570343018,-0.013003786971453246
avg log pred hmc,15,1.1248278617858887,-0.01253493549294854
avg log pred hmc,16,1.1900238990783691,-0.012087317856052432
avg log pred hmc,17,1.2544310092926025,-0.011677529434882379
avg log pred hmc,18,1.3192949295043945,-0.011308438845037674
avg log pred hmc,19,1.383983850479126,-0.010969537105376728
avg log pred hmc,20,1.4484670162200928,-0.010653333136811743
avg log pred hmc,21,1.514045000076294,-0.010364440743540723
avg log pred hmc,22,1.579179048538208,-0.010085017404344155
avg log pred hmc,23,1.643739938735962,-0.009829488371483041
avg log pred hmc,24,1.7083778381347656,-0.009579997134680725
avg log pred hmc,25,1.772892951965332,-0.009344116866323842
avg log pred hmc,26,1.8381357192993164,-0.009118620003425846
avg log pred hmc,27,1.9031827449798584,-0.008899060366782889
avg log pred hmc,28,1.968277931213379,-0.008691117200075364
avg log pred hmc,29,2.0333666801452637,-0.008501503169876698
avg log pred hmc,30,2.0992138385772705,-0.008327513403217357
avg log pred hmc,31,2.164815902709961,-0.008165527813179304
avg log pred hmc,32,2.2296037673950195,-0.008004341225182912
avg log pred hmc,33,2.2944319248199463,-0.007854332290703956
avg log pred hmc,34,2.3595359325408936,-0.0077140689740408264
avg log pred hmc,35,2.4250009059906006,-0.007589285326741618
avg log pred hmc,36,2.490487813949585,-0.007472758885079072
avg log pred hmc,37,2.555661916732788,-0.007360482047694676
avg log pred hmc,38,2.621450901031494,-0.007248196514181527
avg log pred hmc,39,2.686426877975464,-0.0071331208774579125
avg log pred hmc,40,2.7507829666137695,-0.0070235855625512475
avg log pred hmc,41,2.815452814102173,-0.0069157181392301295
avg log pred hmc,42,2.8794686794281006,-0.00680896832031855
avg log pred hmc,43,2.9444799423217773,-0.0067071463936945065
avg log pred hmc,44,3.009626865386963,-0.006612550664983877
avg log pred hmc,45,3.0749168395996094,-0.006523592217788661
avg log pred hmc,46,3.1400158405303955,-0.006434226132972777
avg log pred hmc,47,3.2047040462493896,-0.006349161777412758
avg log pred hmc,48,3.2690250873565674,-0.006268638624978542
avg log pred hmc,49,3.3337087631225586,-0.006191209779613329
avg log pred hmc,50,3.398411750793457,-0.006113827832890199
avg log pred hmc,51,3.4634268283843994,-0.0060417331332320275
avg log pred hmc,52,3.5290780067443848,-0.005970294806547868
avg log pred hmc,53,3.5956177711486816,-0.005900245392998746
avg log pred hmc,54,3.663243055343628,-0.00583371614246265
avg log pred hmc,55,3.7285709381103516,-0.0057726054631921115
avg log pred hmc,56,3.793056011199951,-0.0057141263940733225
avg log pred hmc,57,3.858849048614502,-0.005654720731451534
avg log pred hmc,58,3.9245169162750244,-0.005594859536563649
avg log pred hmc,59,3.9898197650909424,-0.005536927289056078
avg log pred hmc,60,4.054455757141113,-0.005479603692522638
avg log pred hmc,61,4.120362997055054,-0.005422877262720669
avg log pred hmc,62,4.1854658126831055,-0.005367957916566112
avg log pred hmc,63,4.249878644943237,-0.00531454008764319
avg log pred hmc,64,4.314806699752808,-0.00526157522971427
avg log pred hmc,65,4.379487991333008,-0.005208297742998613
avg log pred hmc,66,4.444483757019043,-0.005156230598045949
avg log pred hmc,67,4.50981879234314,-0.005106423796981964
avg log pred hmc,68,4.575244665145874,-0.00505650083246149
avg log pred hmc,69,4.640331029891968,-0.005007037807291301
avg log pred hmc,70,4.7059409618377686,-0.00495876096164449
avg log pred hmc,71,4.770209789276123,-0.004910949226006563
avg log pred hmc,72,4.835300922393799,-0.004864751613970618
avg log pred hmc,73,4.900185823440552,-0.004818308165104178
avg log pred hmc,74,4.9653098583221436,-0.0047719173780598955
avg log pred hmc,75,5.030865907669067,-0.0047256361886453355
avg log pred hmc,76,5.096499919891357,-0.004681358037616326
avg log pred hmc,77,5.162008762359619,-0.004638167682553864
avg log pred hmc,78,5.227289915084839,-0.004597949082484538
avg log pred hmc,79,5.291449785232544,-0.004559234789623213
avg log pred hmc,80,5.356216907501221,-0.004520107132820764
avg log pred hmc,81,5.421329975128174,-0.004481726191349074
avg log pred hmc,82,5.486945867538452,-0.004443316290945064
avg log pred hmc,83,5.5522780418396,-0.004404636997759232
avg log pred hmc,84,5.6205010414123535,-0.004366813800756749
avg log pred hmc,85,5.687321901321411,-0.004329187861448633
avg log pred hmc,86,5.752243995666504,-0.004293172131384718
avg log pred hmc,87,5.816710948944092,-0.004257807179630602
avg log pred hmc,88,5.882002830505371,-0.00422289819077351
avg log pred hmc,89,5.946444749832153,-0.004188476189743938
avg log pred hmc,90,6.011480808258057,-0.004154882570339589
avg log pred hmc,91,6.076153755187988,-0.004122544107170734
avg log pred hmc,92,6.1412177085876465,-0.004091331871599251
avg log pred hmc,93,6.206139802932739,-0.004060873210405984
