label,step,time,value
avg log pred advi,1,0.5423359870910645,-166.4179813985843
avg log pred advi,2,0.9281511306762695,-198.2304362860976
avg log pred advi,3,1.361213207244873,-184.55139144331253
avg log pred advi,4,1.8836641311645508,-157.22898959528567
avg log pred advi,5,2.645287275314331,-143.14562558622123
avg log pred advi,6,2.9618899822235107,-134.29346050993377
avg log pred advi,7,3.430814266204834,-133.36867002620443
avg log pred advi,8,3.8024370670318604,-127.33864724269925
avg log pred advi,9,4.703557014465332,-119.41238985815343
avg log pred advi,10,5.294203042984009,-110.48330216912275
avg log pred advi,11,5.900108098983765,-104.87050898112685
avg log pred advi,12,6.552525043487549,-97.78982711846501
avg log pred advi,13,7.136537075042725,-92.2178638759635
avg log pred advi,14,7.7067551612854,-88.56437791338386
avg log pred advi,15,8.377127170562744,-83.56652628667632
avg log pred advi,16,8.8441321849823,-79.30794740306311
avg log pred advi,17,9.213353157043457,-75.45590607446118
avg log pred advi,18,9.518474340438843,-72.21736430208277
avg log pred advi,19,9.834336996078491,-68.9265304916018
avg log pred advi,20,10.127823114395142,-65.91963217670911
avg log pred advi,21,10.430331230163574,-63.24192115202424
avg log pred advi,22,10.767882347106934,-60.76201436787443
avg log pred advi,23,11.062551021575928,-58.42598432725839
avg log pred advi,24,11.373802185058594,-56.332717760171015
avg log pred advi,25,11.67476511001587,-54.33527404306971
avg log pred advi,26,11.96233320236206,-52.438578136743736
avg log pred advi,27,12.256445169448853,-50.79726508173204
avg log pred advi,28,12.547626256942749,-49.18857137737256
avg log pred advi,29,12.869604110717773,-47.7326882515005
avg log pred advi,30,13.188308238983154,-46.40465758891388
avg log pred advi,31,13.477542161941528,-45.2451926339316
avg log pred advi,32,13.76528000831604,-44.09997300192914
avg log pred advi,33,14.169194221496582,-42.91523375009705
avg log pred advi,34,14.530322074890137,-41.80671123195938
avg log pred advi,35,14.8870849609375,-40.7727185128176
avg log pred advi,36,15.248187065124512,-39.77125559230266
avg log pred advi,37,15.599356174468994,-38.850323317782184
avg log pred advi,38,15.96858811378479,-37.95666539321299
avg log pred advi,39,16.283656120300293,-37.09110820615815
avg log pred advi,40,16.631163120269775,-36.27180184027903
avg log pred advi,41,16.944156169891357,-35.51576664232671
avg log pred advi,42,17.27569031715393,-34.790561307212954
avg log pred advi,43,17.600264072418213,-34.09561647854004
avg log pred advi,44,17.890096187591553,-33.434405385656255
