label,step,time,value
avg log pred advi,1,3.6098320484161377,-172.27561198747244
avg log pred advi,2,5.855571031570435,-194.1035266294212
avg log pred advi,3,8.003247022628784,-138.68173363285212
avg log pred advi,4,10.130222082138062,-120.0435583948786
avg log pred advi,5,12.257174968719482,-102.210683752157
avg log pred advi,6,14.379069089889526,-105.41668511397945
avg log pred advi,7,16.611242294311523,-109.63814015132712
avg log pred advi,8,18.78303599357605,-101.49306921614954
avg log pred advi,9,20.947017192840576,-92.82614376218993
avg log pred advi,10,23.08029007911682,-86.82028231957185
avg log pred advi,11,25.31703495979309,-79.72338218040281
avg log pred advi,12,27.432801961898804,-73.98580321933525
avg log pred advi,13,29.570553064346313,-68.89638407751092
avg log pred advi,14,31.718022108078003,-64.64723094277576
avg log pred advi,15,33.924753189086914,-60.70807436021202
avg log pred advi,16,36.01943016052246,-57.33713982699614
avg log pred advi,17,38.12230205535889,-54.384369718280986
avg log pred advi,18,40.22517108917236,-51.91880413176896
avg log pred advi,19,42.32700300216675,-49.45494677888215
avg log pred advi,20,44.53511309623718,-47.276451722482086
avg log pred advi,21,46.66732621192932,-45.40475501189064
avg log pred advi,22,48.79034113883972,-43.575641440800204
avg log pred advi,23,50.89112114906311,-41.915794780623166
avg log pred advi,24,53.04874801635742,-40.47736897870457
avg log pred advi,25,55.200868129730225,-39.073177410015326
avg log pred advi,26,57.29217600822449,-37.733423141243364
avg log pred advi,27,59.44873404502869,-36.51110600543344
avg log pred advi,28,61.57979106903076,-35.38184697319395
avg log pred advi,29,63.733049154281616,-34.35071875029489
avg log pred advi,30,65.89094805717468,-33.35473179482774
avg log pred advi,31,68.01125812530518,-32.480459464584015
avg log pred advi,32,70.14478707313538,-31.644915306924094
avg log pred advi,33,72.31555700302124,-30.818024193964984
avg log pred advi,34,74.43220901489258,-30.038261321099952
avg log pred advi,35,76.56851506233215,-29.302463962832302
avg log pred advi,36,78.6942150592804,-28.600022668404893
avg log pred advi,37,80.89235401153564,-27.938994195721296
avg log pred advi,38,83.02403807640076,-27.319236357002687
avg log pred advi,39,85.10751986503601,-26.739391551539185
avg log pred advi,40,87.26693606376648,-26.18439650097656
avg log pred advi,41,89.38841009140015,-25.672261186641222
avg log pred advi,42,91.56524300575256,-25.16550225042886
avg log pred advi,43,93.6872889995575,-24.678070973593936
avg log pred advi,44,95.79630517959595,-24.21493887153348
avg log pred advi,45,97.92509198188782,-23.769529917589665
avg log pred advi,46,100.11125493049622,-23.341500727567055
avg log pred advi,47,102.2106568813324,-22.932833927084285
avg log pred advi,48,104.35931205749512,-22.551371647508745
avg log pred advi,49,106.47681021690369,-22.188013277843947
avg log pred advi,50,108.62578010559082,-21.839384805996012
avg log pred advi,51,110.8091881275177,-21.498801869120914
avg log pred advi,52,112.91426610946655,-21.158939712858285
avg log pred advi,53,115.04297018051147,-20.841022697110173
avg log pred advi,54,117.14277219772339,-20.535699555434807
avg log pred advi,55,119.50956606864929,-20.24835239921471
avg log pred advi,56,121.61753797531128,-19.964737105426497
avg log pred advi,57,123.76053285598755,-19.685887329968665
avg log pred advi,58,125.8696620464325,-19.426795210963633
avg log pred advi,59,128.070876121521,-19.18287329749148
avg log pred advi,60,130.22018814086914,-18.934456078407422
avg log pred advi,61,132.31029105186462,-18.69158182370804
avg log pred advi,62,134.42041420936584,-18.46429787739687
avg log pred advi,63,136.53295516967773,-18.234318108283194
avg log pred advi,64,138.7383689880371,-18.012012889241973
avg log pred advi,65,140.88010787963867,-17.799380804850855
avg log pred advi,66,143.00020122528076,-17.595888611956894
avg log pred advi,67,145.14543104171753,-17.394136210388687
avg log pred advi,68,147.3416612148285,-17.201785169793038
avg log pred advi,69,149.45294213294983,-17.011656666328175
avg log pred advi,70,151.6149868965149,-16.82337889102789
avg log pred advi,71,153.74071216583252,-16.638019901659515
avg log pred advi,72,155.85769605636597,-16.459724232150595
avg log pred advi,73,158.0368082523346,-16.287891282626497
avg log pred advi,74,160.17593598365784,-16.117875960895052
avg log pred advi,75,162.27632308006287,-15.956046785663862
avg log pred advi,76,164.4214072227478,-15.79729293839489
avg log pred advi,77,166.59936714172363,-15.64378965896598
avg log pred advi,78,168.70737504959106,-15.494005353722507
avg log pred advi,79,170.85278725624084,-15.347974583690743
avg log pred advi,80,172.97337412834167,-15.204194008580915
avg log pred advi,81,175.1653769016266,-15.06109212860088
avg log pred advi,82,177.2728328704834,-14.92226467748278
avg log pred advi,83,179.716637134552,-14.785427241991261
avg log pred advi,84,182.19457507133484,-14.653132158106978
avg log pred advi,85,184.37720203399658,-14.527217854215449
avg log pred advi,86,186.62271189689636,-14.4016639867285
avg log pred advi,87,188.74932289123535,-14.278890011341494
avg log pred advi,88,190.8653380870819,-14.158705922041703
avg log pred advi,89,192.99107718467712,-14.04206943254534
avg log pred advi,90,195.2176423072815,-13.927567330973956
avg log pred advi,91,197.3407940864563,-13.813172608124539
avg log pred advi,92,199.4628551006317,-13.701417493270284
avg log pred advi,93,201.57795810699463,-13.591495094847732
avg log pred advi,94,203.66628003120422,-13.485692697443476
avg log pred advi,95,205.90357303619385,-13.382144451404184
avg log pred advi,96,208.04255604743958,-13.279868069990545
avg log pred advi,97,210.19422817230225,-13.178467607095087
avg log pred advi,98,212.33830404281616,-13.079189678443283
avg log pred advi,99,214.53752303123474,-12.981777187718071
avg log pred advi,100,216.68482303619385,-12.887500368603757
avg log pred advi,110,238.05946803092957,-12.024681794868417
avg log pred advi,120,259.7386281490326,-11.292123417791558
avg log pred advi,130,281.3046729564667,-10.664364350762074
avg log pred advi,140,303.72667503356934,-10.119403086302576
avg log pred advi,150,329.49870896339417,-9.641660805445634
avg log pred advi,160,357.2437741756439,-9.220358175595894
avg log pred advi,170,382.3700530529022,-8.844929842451123
avg log pred advi,180,406.0517611503601,-8.509519627071548
avg log pred advi,190,427.5814251899719,-8.206455877958772
avg log pred advi,200,449.000990152359,-7.9333241328395045
avg log pred advi,210,470.2349810600281,-7.683576034056341
avg log pred advi,220,491.6853711605072,-7.4564228947166855
avg log pred advi,230,513.0852332115173,-7.247557567662408
avg log pred advi,240,534.4636521339417,-7.056083121360279
avg log pred advi,250,555.8917291164398,-6.87983827853915
avg log pred advi,260,577.2376449108124,-6.7166051915364395
avg log pred advi,270,598.6665439605713,-6.564953306127864
avg log pred advi,280,620.8749380111694,-6.422895850686925
avg log pred advi,290,642.313276052475,-6.290513538457718
